bioproject_id	phs_accession	organism	name	protocols_inferred	disease_categories	sra_run_count	description
1333512		Homo sapiens	Epigenetic Determinants and Mechanisms Influencing Genital Chlamydia trachomatis Reinfection in African American Women		neurological|infectious		Chlamydia, which is caused by the bacterium Chlamydia trachomatis (Ct), is the most diagnosed bacterial sexually transmitted infection. In the US, up to 20% of reported chlamydia cases are due to rein
824482	phs004468	Homo sapiens	Comprehensive Benchmarking of CITE-seq versus DOGMA-seq Single Cell Multimodal Omics	cite-seq|atac			The recently developed transcription, epitopes, and chromatin accessibility by sequencing (TEA-seq) and similar DOGMA-seq single-cell trimodal omics assays provide unprecedented opportunities for unde
800566		Homo sapiens	IFN-γ and TNF-α drive a CXCL10+ CCL2+ macrophage phenotype expanded in severe COVID-19 lungs and inflammatory diseases with tissue inflammation		neurological|autoimmune|pulmonary|infectious		We explored how the human macrophages response to different inflammatory factors, focusing particularly on the effects of antiviral interferons (IFN-beta and IFN-gamma), pro-inflammatory cytokines suc
666446		Homo sapiens	Multimodal profiling of 500,000 memory T cells from a tuberculosis cohort	cite-seq	infectious		We profiled peripheral memory T cells from donors with prior TB disease or latent infection to identify cell states associated with disease or other demographic and environmental variables. For higher
493623	phs001680	Homo sapiens	Defining T cell states associated with response to checkpoint immunotherapy in melanoma	smart-seq	cancer		we profiled 16,291 immune cells from 48 tumor samples of melanoma patients treated with checkpoint inhibitors, using single-cell transcriptomics. Overall design: Tumors were disaggregated, sorted into
547840		Homo sapiens	Transcriptomic analysis of human hematopoietic progenitors from healthy donors and bone marrow failure patients	smart-seq	normal		The purpose of this study was to define transcriptional changes that occur in the rare and heterogeneous bone marrow progenitors that are affected in Shwachman-Diamond Syndrome. Data are reported for 
934663		Homo sapiens	A comprehensive platform for analyzing longitudinal multi-omics data				PALMO (Platform for Analyzing Longitudinal Multi-omics data) is a platform for analyzing longitudinal data from bulk as well as single cell. It allows to identify inter-, intra-donor variations in gen
946651		Homo sapiens	Ultraviolet radiation shapes dendritic cell leukaemia transformation in the skin		cancer|neurological|developmental|normal		Tumours most often arise from progression of precursor clones within a single anatomical niche. In the bone marrow, clonal progenitors can undergo malignant transformation to acute leukaemia, or diffe
1402414		Homo sapiens	PGE2-Driven Inhibition of T Cell Activation		autoimmune|developmental|normal		We aim to elucidate the functional effects of PGE2 and non-coding, inflammatory bowel disease (IBD)-associated genetic variants on T cells exposed to activation stimuli and other inflammatory mediator
999322		Homo sapiens	SARS-CoV-2 infection elucidates unique features of pregnancy-specific immunity [ADT]	10x_chromium	infectious		Pregnancy is a risk factor for increased severity of SARS-CoV-2 and other respiratory infections. The mechanisms underlying this risk have not been well-established, partly due to limited understandin
640197		Homo sapiens	Mapping SLE heterogeneity at the single cell level	scRNA	autoimmune|normal		Patients with Systemic Lupus Erythematosus (SLE) display a complex blood transcriptome whose cellular origin is poorly resolved. Using single-cell RNA-seq, we profiled ~276,000 PBMCs from 33 children 
1373310		Homo sapiens	Well plate lineage sequencing for ultra-high-quality SNV and indel detection with single cell cycle resolution in vitro				Lineage sequencing uniquely measures somatic single nucleotide variants in dividing cells to achieve high specificity/sensitivity as well as the ability to temporally resolve variants and to relate se
560047	phs002048	Homo sapiens	A single cell approach to map cellular subsets involved in Systemic Lupus Erythematosus (SLE) heterogeneity		autoimmune|normal		In this study, we analyzed the transcriptomes of ~276k single PBMCs from 33 childhood SLE (cSLE) and 11 healthy matched donors (cHD). Our findings were validated in an independent cohort including 8 a
984315		Homo sapiens	Pre-existing skin-resident CD8 and γδ T cell circuits mediate immune response in Merkel cell carcinoma and Predict immunotherapy efficacy [scRNA_blood]	scRNA	cancer		Merkel Cell Carcinoma (MCC) is an aggressie skin cancer with limiterd treatment and low response rates to Immune Checkpoint Blockade (ICB) therapy. We compiled the largest sc database of MCC tumor sam
1085794		Homo sapiens	Regulation of T cell CXCL13 production	atac	neurological|autoimmune		This study evaluated the signals that regulate production of the B cell chemoattractant CXCL13 by human CD4 T cells. Single-cell and bulk RNA-seq datasets evaluated the gene expression changes induced
864609		Homo sapiens	Single cell RNA-sequencing identifies a paracrine interaction that may drive oncogenic Notch signaling in human adenoid cystic carcinoma	scRNA	cancer		Salivary adenoid cystic carcinoma (ACC) is a rare but biologically unique biphasic tumor, consisting of malignant myoepithelial and luminal epithelial cells. MYB and Notch signaling have been implicat
591621		Homo sapiens	­Single Cell Transcriptomics  identifies Focal Segmental Glomerulosclerosis Remission  Endothelial Biomarker	scRNA	cancer|kidney|normal		Intrinsic nephron cell types and tissue resident immune cells were recovered from renal biopsy specimens using a scRNAseq protocol for the Kidney Precision Medicine Project (KPMP), designed for deploy
961896		Homo sapiens	Spatiotemporal charting of human esophageal development for epidermolysis bullosa cell therapy		neurological|developmental|normal		Human fetal esophageal development is not well understood. We present a spatio-temporal single-cell multi-omics atlas to close such a long-standing knowledge gap. With such an atlas, we describe the c
1149772	phs004458	Homo sapiens	Gene expression profile at single cell level  of Drug-tolerant persister cells induced by targeted therapy in lung adenocarcinoma.	scRNA	cancer|pulmonary		Drug-tolerant persister (DTP) stage is viewed as a major source of non-genetic drug resistance. We use single cell RNA seq to reveal the transcriptomic heterogeniety of DTP stage Overall design: PC9 c
1344319		Homo sapiens	High Throughput KIR and HLA Sequencing in CNS Paraneoplastic Syndromes	10x_chromium|scRNA			This study investigated genetic and immunological factors in anti-N-methyl-D-aspartate receptors (NMDAR) encephalitis using a multi-ethnic cohort of 479 patients and 2,806 PCA- and genotyping platform
1344318		Homo sapiens	High Throughput KIR and HLA Sequencing in CNS Paraneoplastic Syndromes	10x_chromium|scRNA			This study investigated genetic and immunological factors in anti-N-methyl-D-aspartate receptors (NMDAR) encephalitis using a multi-ethnic cohort of 479 patients and 2,806 PCA- and genotyping platform
1010892		Homo sapiens	MILK-Omics: Systems Biology of Human Milk and its Links to Maternal and Infant Health	scRNA	normal		The primary objective of the project is to generate a systems-level view of human milk in the context of healthy mothers and their term infants. The study uses biospecimens and clinical data from the 
1269652		Homo sapiens	Clonal Heterogeneity in Human Pancreatic Ductal Adenocarcinoma and Its Impact on Tumor Progression	spatial|scRNA	cancer		This study of primary human pancreatic ductal adenocarcinoma (PDAC) tumors (n = 62) aims to characterize intratumoral clonal diversity, transcriptional plasticity, tumor_microenvironment interactions,
389979		Homo sapiens	Intratumoral Transcriptional States of Lymphoma	scRNA	cancer|normal		Follicular lymphoma (FL) is a generally incurable B-cell malignancy which has the potential to transform into highly aggressive lymphomas. Genomic studies indicate it is often a small subpopulation ra
1242410	phs003991	Homo sapiens	Single Cell Opioid Responses in the Context of HIV (SCORCH)	atac|snRNA	neurological|infectious		The Single Cell Opioid Responses in the Context of HIV (SCORCH) consortium was formed to begin to address scientific questions about addiction and HIV/ART at the single cell level. Fifteen funded SCOR
369715		Homo sapiens	Response and Resistance to ER-directed Therapy in ER+ Metastatic Breast Cancer	scRNA	cancer		Despite the reduction in cancer recurrence and mortality provided by hormonal therapy, estrogen receptor positive (ER+) metastatic breast cancer (MBC) remains the most common cause of breast cancer de
1226667		Homo sapiens	Studying Glioblastoma in a Human Organoid Tumor Transplantation Model	snRNA|scRNA	cancer|developmental		This study comprises two complementary investigations that leverage innovative human model systems and cutting-edge molecular profiling to dissect glioblastoma (GBM) heterogeneity and tumor-microenvir
1347103		Homo sapiens	Healthy Donor Controls for Immune Evaluation	10x_chromium|scRNA	infectious|metabolic|normal		Bioenergetic dysfunction is an archetypical finding in critical illness, particularly among patients with sepsis. A central feature of sepsis is the shift towards pathologic immunosuppression predispo
